age,workclass,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income
25,private,bachelors,13,never-married,exec-managerial,not-in-family,white,female,0,0,40,united-states,<=50K
50,private,7th-8th,4,married-civ-spouse,craft-repair,husband,white,male,0,0,40,ecuador,<=50K
36,private,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,0,0,45,united-states,<=50K
31,private,hs-grad,9,divorced,prof-specialty,not-in-family,white,female,0,0,40,united-states,<=50K
29,local-gov,bachelors,13,never-married,protective-serv,not-in-family,white,male,0,0,56,united-states,<=50K
21,private,some-college,10,never-married,sales,own-child,white,male,0,0,45,united-states,<=50K
27,private,bachelors,13,never-married,tech-support,unmarried,black,female,0,0,40,united-states,<=50K
65,private,hs-grad,9,married-civ-spouse,transport-moving,husband,white,male,0,0,16,united-states,<=50K
37,self-emp-inc,bachelors,13,divorced,sales,not-in-family,white,female,0,0,60,united-states,<=50K
39,private,masters,14,married-civ-spouse,prof-specialty,wife,asian-pac-islander,female,3464,0,40,united-states,<=50K
24,private,hs-grad,9,never-married,craft-repair,own-child,white,male,0,0,40,united-states,<=50K
38,private,hs-grad,9,divorced,sales,not-in-family,white,male,0,0,80,united-states,<=50K
48,private,bachelors,13,married-civ-spouse,adm-clerical,husband,white,male,7688,0,40,united-states,>50K
21,private,some-college,10,never-married,other-service,not-in-family,asian-pac-islander,female,0,0,25,united-states,<=50K
31,private,hs-grad,9,married-civ-spouse,transport-moving,husband,white,male,0,0,45,united-states,>50K
55,private,hs-grad,9,married-civ-spouse,sales,husband,white,male,4386,0,40,united-states,>50K
24,private,some-college,10,married-civ-spouse,adm-clerical,wife,asian-pac-islander,female,0,0,40,laos,<=50K
43,private,hs-grad,9,divorced,adm-clerical,not-in-family,white,female,0,0,40,united-states,<=50K
26,private,assoc-acdm,12,never-married,tech-support,not-in-family,white,male,0,0,45,united-states,<=50K
46,private,assoc-acdm,12,never-married,prof-specialty,not-in-family,white,female,0,0,33,united-states,<=50K
35,private,assoc-acdm,12,married-civ-spouse,adm-clerical,husband,white,male,0,0,40,united-states,>50K
41,self-emp-inc,some-college,10,married-civ-spouse,farming-fishing,husband,white,male,0,0,54,united-states,>50K
26,private,bachelors,13,never-married,sales,not-in-family,white,male,0,0,40,united-states,<=50K
34,private,masters,14,married-civ-spouse,exec-managerial,husband,asian-pac-islander,male,7298,0,35,taiwan,>50K
19,private,some-college,10,never-married,prof-specialty,own-child,black,female,0,0,25,united-states,<=50K
36,self-emp-not-inc,bachelors,13,divorced,prof-specialty,not-in-family,black,female,0,0,40,united-states,>50K
22,private,some-college,10,never-married,sales,own-child,white,male,0,0,15,united-states,<=50K
24,private,some-college,10,never-married,machine-op-inspct,not-in-family,white,male,0,0,40,united-states,<=50K
77,self-emp-not-inc,some-college,10,married-civ-spouse,sales,husband,white,male,0,0,40,united-states,<=50K
22,private,5th-6th,3,married-civ-spouse,machine-op-inspct,other-relative,white,female,0,0,40,mexico,<=50K
29,private,some-college,10,never-married,tech-support,not-in-family,white,female,0,0,40,united-states,<=50K
62,private,hs-grad,9,widowed,other-service,not-in-family,white,female,0,0,24,united-states,<=50K
39,self-emp-not-inc,hs-grad,9,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,<=50K
43,private,some-college,10,married-civ-spouse,craft-repair,husband,white,male,0,1485,50,united-states,<=50K
35,private,hs-grad,9,divorced,transport-moving,not-in-family,white,male,0,0,45,united-states,<=50K
29,private,11th,7,never-married,exec-managerial,not-in-family,white,female,0,0,40,united-states,<=50K
76,self-emp-not-inc,masters,14,married-civ-spouse,craft-repair,husband,white,male,0,0,10,united-states,<=50K
63,self-emp-not-inc,hs-grad,9,married-civ-spouse,farming-fishing,husband,white,male,0,0,45,united-states,<=50K
23,private,assoc-voc,11,never-married,prof-specialty,own-child,black,female,0,0,15,united-states,<=50K
43,private,some-college,10,married-civ-spouse,prof-specialty,wife,white,female,0,1887,50,united-states,>50K
58,self-emp-not-inc,hs-grad,9,married-civ-spouse,handlers-cleaners,husband,white,male,0,0,40,united-states,<=50K
66,private,hs-grad,9,never-married,transport-moving,not-in-family,white,male,2050,0,55,united-states,<=50K
41,private,some-college,10,never-married,craft-repair,not-in-family,black,male,0,0,45,united-states,<=50K
26,private,bachelors,13,never-married,adm-clerical,not-in-family,white,male,0,0,40,united-states,<=50K
47,private,assoc-voc,11,never-married,other-service,not-in-family,white,male,0,0,40,united-states,<=50K
55,local-gov,10th,6,married-civ-spouse,adm-clerical,husband,white,male,0,0,40,united-states,<=50K
53,private,hs-grad,9,married-civ-spouse,transport-moving,husband,white,male,0,0,40,united-states,<=50K
17,private,5th-6th,3,never-married,other-service,other-relative,white,male,0,0,48,mexico,<=50K
30,private,hs-grad,9,never-married,craft-repair,other-relative,white,male,0,0,40,united-states,<=50K
49,private,masters,14,never-married,prof-specialty,not-in-family,white,male,0,0,60,united-states,<=50K
19,private,hs-grad,9,never-married,sales,unmarried,black,male,0,0,30,haiti,<=50K
45,private,hs-grad,9,married-civ-spouse,other-service,husband,black,male,0,0,40,united-states,<=50K
26,private,assoc-acdm,12,never-married,sales,not-in-family,white,male,0,0,40,united-states,<=50K
38,private,assoc-voc,11,married-civ-spouse,craft-repair,husband,white,male,7298,0,40,united-states,>50K
36,state-gov,hs-grad,9,married-civ-spouse,protective-serv,husband,white,male,7298,0,40,united-states,>50K
33,private,hs-grad,9,never-married,farming-fishing,not-in-family,white,male,0,0,20,united-states,<=50K
22,state-gov,some-college,10,never-married,protective-serv,own-child,black,female,0,0,40,united-states,<=50K
43,self-emp-not-inc,bachelors,13,never-married,sales,not-in-family,white,male,0,0,42,united-states,<=50K
67,private,11th,7,married-civ-spouse,prof-specialty,husband,white,male,0,0,8,united-states,<=50K
30,private,assoc-voc,11,divorced,prof-specialty,unmarried,white,female,0,0,40,united-states,<=50K
56,private,assoc-acdm,12,married-spouse-absent,other-service,not-in-family,white,male,0,0,25,iran,<=50K
31,private,bachelors,13,never-married,prof-specialty,own-child,white,male,0,0,25,united-states,<=50K
33,private,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,>50K
26,private,hs-grad,9,married-civ-spouse,other-service,husband,white,male,0,0,40,united-states,<=50K
46,local-gov,11th,7,married-civ-spouse,transport-moving,husband,white,male,0,0,30,united-states,<=50K
59,private,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,0,0,40,united-states,>50K
38,federal-gov,hs-grad,9,married-civ-spouse,adm-clerical,husband,white,male,0,0,40,united-states,>50K
65,private,11th,7,widowed,other-service,unmarried,other,male,0,0,40,united-states,<=50K
40,private,assoc-voc,11,married-civ-spouse,tech-support,husband,white,male,0,0,40,united-states,>50K
42,private,hs-grad,9,married-civ-spouse,adm-clerical,wife,white,female,0,0,35,united-states,<=50K
26,self-emp-not-inc,9th,5,married-civ-spouse,craft-repair,husband,white,male,0,0,40,portugal,<=50K
36,private,10th,6,married-civ-spouse,other-service,wife,white,female,0,0,24,united-states,<=50K
62,private,masters,14,married-civ-spouse,prof-specialty,husband,white,male,0,0,40,united-states,>50K
43,private,bachelors,13,married-civ-spouse,transport-moving,husband,white,male,0,0,45,united-states,<=50K
43,private,bachelors,13,divorced,exec-managerial,not-in-family,white,male,0,1564,45,united-states,>50K
22,private,hs-grad,9,married-spouse-absent,sales,not-in-family,white,male,0,0,55,united-states,<=50K
28,private,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50K
56,self-emp-not-inc,some-college,10,married-civ-spouse,sales,husband,white,male,0,0,45,united-states,<=50K
22,private,assoc-acdm,12,never-married,sales,not-in-family,white,female,0,0,15,united-states,<=50K
57,private,bachelors,13,divorced,exec-managerial,not-in-family,white,female,0,0,45,united-states,>50K
39,private,hs-grad,9,divorced,sales,unmarried,white,female,0,0,40,united-states,<=50K
26,federal-gov,some-college,10,never-married,adm-clerical,unmarried,white,female,0,0,15,united-states,<=50K
17,private,11th,7,never-married,other-service,own-child,white,male,0,0,10,united-states,<=50K
40,state-gov,assoc-voc,11,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,38,united-states,>50K
45,private,hs-grad,9,married-civ-spouse,machine-op-inspct,husband,black,male,0,0,40,united-states,<=50K
44,private,hs-grad,9,never-married,craft-repair,not-in-family,black,male,0,0,40,united-states,<=50K
20,local-gov,some-college,10,never-married,adm-clerical,own-child,white,female,0,0,10,united-states,<=50K
33,private,hs-grad,9,married-civ-spouse,craft-repair,wife,white,female,0,0,40,united-states,<=50K
23,private,some-college,10,never-married,sales,not-in-family,white,male,0,0,40,united-states,<=50K
46,self-emp-not-inc,masters,14,divorced,exec-managerial,not-in-family,white,male,0,0,30,united-states,<=50K
38,private,hs-grad,9,married-civ-spouse,sales,husband,white,male,0,0,50,united-states,<=50K
54,private,hs-grad,9,divorced,transport-moving,not-in-family,white,male,0,0,40,united-states,<=50K
46,private,5th-6th,3,divorced,craft-repair,not-in-family,white,female,0,2339,45,united-states,<=50K
25,private,some-college,10,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50K
46,private,some-college,10,divorced,sales,not-in-family,white,female,0,0,40,united-states,<=50K
36,local-gov,some-college,10,married-civ-spouse,transport-moving,wife,white,female,0,0,40,united-states,<=50K
23,private,hs-grad,9,never-married,other-service,not-in-family,white,female,0,0,25,united-states,<=50K
29,private,hs-grad,9,separated,machine-op-inspct,not-in-family,white,male,0,0,40,united-states,<=50K
44,private,some-college,10,married-civ-spouse,adm-clerical,wife,white,female,0,2415,6,united-states,>50K
19,private,some-college,10,never-married,adm-clerical,own-child,white,female,0,0,16,united-states,<=50K
19,private,hs-grad,9,never-married,other-service,other-relative,white,female,0,0,40,united-states,<=50K
35,private,hs-grad,9,married-civ-spouse,other-service,wife,white,female,0,0,40,united-states,>50K
46,self-emp-not-inc,assoc-acdm,12,separated,craft-repair,not-in-family,white,male,0,0,40,united-states,<=50K
34,state-gov,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,7688,0,45,united-states,>50K
34,private,hs-grad,9,never-married,other-service,not-in-family,white,female,0,0,35,united-states,<=50K
44,private,some-college,10,married-civ-spouse,tech-support,husband,white,male,0,0,40,united-states,<=50K
45,private,some-college,10,divorced,handlers-cleaners,unmarried,white,female,0,0,40,united-states,<=50K
20,private,hs-grad,9,never-married,prof-specialty,other-relative,white,female,0,0,35,united-states,<=50K
25,private,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,55,united-states,>50K
52,self-emp-inc,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,50,united-states,>50K
20,private,some-college,10,never-married,handlers-cleaners,own-child,white,male,0,0,40,united-states,<=50K
28,private,some-college,10,never-married,other-service,not-in-family,white,female,0,0,40,united-states,<=50K
50,state-gov,bachelors,13,married-civ-spouse,protective-serv,husband,white,male,0,0,40,united-states,>50K
34,private,assoc-voc,11,divorced,tech-support,not-in-family,white,female,0,0,64,united-states,<=50K
28,private,7th-8th,4,married-civ-spouse,handlers-cleaners,husband,other,male,0,2179,40,puerto-rico,<=50K
41,private,masters,14,married-civ-spouse,exec-managerial,husband,white,male,0,1977,65,united-states,>50K
28,private,hs-grad,9,married-civ-spouse,adm-clerical,husband,white,male,0,0,40,united-states,<=50K
46,self-emp-not-inc,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,25,united-states,<=50K
28,private,some-college,10,married-civ-spouse,prof-specialty,wife,white,female,0,1887,40,united-states,>50K
32,private,some-college,10,married-civ-spouse,exec-managerial,husband,white,male,0,0,50,united-states,<=50K
41,local-gov,some-college,10,divorced,other-service,not-in-family,black,female,0,0,24,united-states,<=50K
24,private,hs-grad,9,never-married,handlers-cleaners,unmarried,black,female,0,0,40,united-states,<=50K
33,private,some-college,10,divorced,exec-managerial,unmarried,white,female,0,0,40,united-states,<=50K
46,private,doctorate,16,married-civ-spouse,exec-managerial,husband,white,male,15024,0,60,united-states,>50K
31,state-gov,some-college,10,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,40,united-states,<=50K
35,private,12th,8,divorced,craft-repair,not-in-family,white,male,0,0,50,united-states,>50K
52,private,1st-4th,2,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,40,mexico,<=50K
30,private,11th,7,never-married,other-service,own-child,white,female,0,0,19,united-states,<=50K
34,local-gov,11th,7,separated,machine-op-inspct,not-in-family,black,male,0,0,40,united-states,<=50K
34,state-gov,hs-grad,9,divorced,transport-moving,unmarried,white,female,0,0,40,united-states,<=50K
20,private,some-college,10,married-civ-spouse,sales,husband,white,male,0,0,30,united-states,<=50K
17,private,11th,7,never-married,handlers-cleaners,own-child,white,male,2176,0,18,united-states,<=50K
32,state-gov,bachelors,13,married-civ-spouse,exec-managerial,wife,white,female,0,0,40,united-states,>50K
29,private,hs-grad,9,divorced,farming-fishing,not-in-family,white,male,0,0,40,united-states,<=50K
33,private,10th,6,never-married,craft-repair,unmarried,white,female,0,0,35,united-states,<=50K
25,private,hs-grad,9,married-civ-spouse,transport-moving,husband,white,male,0,0,60,united-states,<=50K
36,federal-gov,masters,14,never-married,prof-specialty,not-in-family,white,male,0,1408,40,united-states,<=50K
23,private,hs-grad,9,never-married,handlers-cleaners,not-in-family,white,male,0,0,72,dominican-republic,<=50K
63,self-emp-inc,hs-grad,9,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,>50K
47,local-gov,masters,14,married-civ-spouse,prof-specialty,husband,white,male,0,0,40,united-states,<=50K
80,private,hs-grad,9,widowed,prof-specialty,not-in-family,white,male,0,0,24,united-states,<=50K
17,private,11th,7,never-married,prof-specialty,own-child,white,male,0,0,40,united-states,<=50K
40,self-emp-not-inc,bachelors,13,married-spouse-absent,prof-specialty,not-in-family,white,female,2174,0,40,united-states,<=50K
30,private,assoc-acdm,12,married-civ-spouse,other-service,wife,white,female,0,0,25,united-states,>50K
27,private,some-college,10,never-married,craft-repair,own-child,asian-pac-islander,male,0,1980,40,philippines,<=50K
33,private,masters,14,married-civ-spouse,prof-specialty,husband,white,male,0,0,50,united-states,>50K
